st,state,a_mean,tot_emp,a_median,occ_title,group,year
WY,Wyoming,25200.0,11250.0,22930,Building and grounds cleaning and maintenance occupations,major,2009
WY,Wyoming,23650.0,6620.0,21300,Personal care and service occupations,major,2009
WY,Wyoming,29340.0,23850.0,22480,Sales and related occupations,major,2009
WY,Wyoming,30130.0,38490.0,28390,Office and administrative support occupations,major,2009
WY,Wyoming,31730.0,400.0,29500,"Farming, fishing, and forestry occupations",major,2009
WY,Wyoming,43730.0,36510.0,40290,Construction and extraction occupations,major,2009
WY,Wyoming,45520.0,18080.0,42900,"Installation, maintenance, and repair occupations",major,2009
WY,Wyoming,42680.0,14200.0,40340,Production occupations,major,2009
WY,Wyoming,35980.0,24820.0,33010,Transportation and material moving occupations,major,2009
GU,Guam,54900.0,4920.0,46390,Management occupations,major,2009
GU,Guam,44980.0,2090.0,40440,Business and financial operations occupations,major,2009
GU,Guam,43040.0,480.0,38730,Computer and mathematical science occupations,major,2009
GU,Guam,50440.0,870.0,46250,Architecture and engineering occupations,major,2009
GU,Guam,46440.0,360.0,39380,"Life, physical, and social science occupations",major,2009
GU,Guam,33740.0,690.0,30610,Community and social services occupations,major,2009
GU,Guam,69030.0,250.0,57160,Legal occupations,major,2009
GU,Guam,29020.0,580.0,25210,"Arts, design, entertainment, sports, and media occupations",major,2009
GU,Guam,56020.0,1530.0,40890,Healthcare practitioner and technical occupations,major,2009
GU,Guam,22750.0,680.0,20860,Healthcare support occupations,major,2009
GU,Guam,28840.0,2540.0,25160,Protective service occupations,major,2009
GU,Guam,17330.0,6440.0,15900,Food preparation and serving related occupations,major,2009
GU,Guam,18120.0,3290.0,15930,Building and grounds cleaning and maintenance occupations,major,2009
GU,Guam,31180.0,2180.0,21240,Personal care and service occupations,major,2009
GU,Guam,19940.0,5040.0,16360,Sales and related occupations,major,2009
GU,Guam,26260.0,10870.0,23350,Office and administrative support occupations,major,2009
GU,Guam,25870.0,5610.0,24920,Construction and extraction occupations,major,2009
GU,Guam,28360.0,3460.0,26140,"Installation, maintenance, and repair occupations",major,2009
GU,Guam,25270.0,1540.0,20540,Production occupations,major,2009
GU,Guam,23120.0,3380.0,19640,Transportation and material moving occupations,major,2009
PR,Puerto Rico,66140.0,34490.0,53540,Management occupations,major,2009
PR,Puerto Rico,35090.0,43390.0,30190,Business and financial operations occupations,major,2009
PR,Puerto Rico,42410.0,8720.0,37210,Computer and mathematical science occupations,major,2009
PR,Puerto Rico,50030.0,13280.0,44620,Architecture and engineering occupations,major,2009
PR,Puerto Rico,42200.0,9580.0,36140,"Life, physical, and social science occupations",major,2009
PR,Puerto Rico,26280.0,17480.0,25900,Community and social services occupations,major,2009
PR,Puerto Rico,58290.0,4760.0,50450,Legal occupations,major,2009
PR,Puerto Rico,31550.0,69740.0,29320,"Education, training, and library occupations",major,2009
PR,Puerto Rico,29860.0,7300.0,23830,"Arts, design, entertainment, sports, and media occupations",major,2009
PR,Puerto Rico,32070.0,46290.0,25580,Healthcare practitioner and technical occupations,major,2009
PR,Puerto Rico,17620.0,14030.0,15800,Healthcare support occupations,major,2009
PR,Puerto Rico,22570.0,64210.0,21200,Protective service occupations,major,2009
PR,Puerto Rico,17080.0,65820.0,15800,Food preparation and serving related occupations,major,2009
PR,Puerto Rico,17350.0,43070.0,15990,Building and grounds cleaning and maintenance occupations,major,2009
PR,Puerto Rico,18590.0,11870.0,16290,Personal care and service occupations,major,2009
PR,Puerto Rico,20830.0,103260.0,15660,Sales and related occupations,major,2009
PR,Puerto Rico,22720.0,185710.0,19160,Office and administrative support occupations,major,2009
PR,Puerto Rico,22020.0,1740.0,19200,"Farming, fishing, and forestry occupations",major,2009
PR,Puerto Rico,19790.0,52940.0,17230,Construction and extraction occupations,major,2009
PR,Puerto Rico,26460.0,34500.0,22790,"Installation, maintenance, and repair occupations",major,2009
PR,Puerto Rico,21640.0,74670.0,17680,Production occupations,major,2009
PR,Puerto Rico,19650.0,55160.0,16460,Transportation and material moving occupations,major,2009
VI,Virgin Islands,75440.0,2040.0,67320,Management occupations,major,2009
VI,Virgin Islands,48040.0,1810.0,43200,Business and financial operations occupations,major,2009
VI,Virgin Islands,54520.0,360.0,50160,Computer and mathematical science occupations,major,2009
VI,Virgin Islands,66100.0,320.0,58660,Architecture and engineering occupations,major,2009
VI,Virgin Islands,46610.0,250.0,43380,"Life, physical, and social science occupations",major,2009
VI,Virgin Islands,44550.0,570.0,39380,Community and social services occupations,major,2009
VI,Virgin Islands,81700.0,470.0,71780,Legal occupations,major,2009
VI,Virgin Islands,37250.0,3090.0,35650,"Education, training, and library occupations",major,2009
VI,Virgin Islands,37580.0,310.0,35800,"Arts, design, entertainment, sports, and media occupations",major,2009
VI,Virgin Islands,52610.0,1380.0,45380,Healthcare practitioner and technical occupations,major,2009
VI,Virgin Islands,24190.0,590.0,23250,Healthcare support occupations,major,2009
VI,Virgin Islands,32390.0,2570.0,28430,Protective service occupations,major,2009
VI,Virgin Islands,21440.0,4140.0,19070,Food preparation and serving related occupations,major,2009
VI,Virgin Islands,21920.0,2840.0,20810,Building and grounds cleaning and maintenance occupations,major,2009
VI,Virgin Islands,22050.0,880.0,19660,Personal care and service occupations,major,2009
VI,Virgin Islands,25930.0,4560.0,21010,Sales and related occupations,major,2009
VI,Virgin Islands,29860.0,7940.0,26210,Office and administrative support occupations,major,2009
VI,Virgin Islands,34500.0,30.0,30180,"Farming, fishing, and forestry occupations",major,2009
VI,Virgin Islands,39150.0,2620.0,36640,Construction and extraction occupations,major,2009
VI,Virgin Islands,40240.0,2220.0,37200,"Installation, maintenance, and repair occupations",major,2009
VI,Virgin Islands,41780.0,1870.0,40130,Production occupations,major,2009
VI,Virgin Islands,27990.0,2370.0,24650,Transportation and material moving occupations,major,2009
AL,Alabama,96480.0,69180.0,83290,Management Occupations,major,2010
AL,Alabama,63100.0,62560.0,57560,Business and Financial Operations Occupations,major,2010
AL,Alabama,70170.0,35610.0,68060,Computer and Mathematical Occupations,major,2010
AL,Alabama,75710.0,39620.0,71100,Architecture and Engineering Occupations,major,2010
AL,Alabama,56270.0,9870.0,49230,"Life, Physical, and Social Science Occupations",major,2010
AL,Alabama,40200.0,16890.0,37980,Community and Social Service Occupations,major,2010
AL,Alabama,87730.0,9300.0,63000,Legal Occupations,major,2010
AL,Alabama,45730.0,105840.0,44300,"Education, Training, and Library Occupations",major,2010
AL,Alabama,38360.0,18770.0,32600,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
AL,Alabama,60370.0,115430.0,47740,Healthcare Practitioners and Technical Occupations,major,2010
AL,Alabama,23080.0,51210.0,21340,Healthcare Support Occupations,major,2010
AL,Alabama,34040.0,44570.0,30980,Protective Service Occupations,major,2010
AL,Alabama,19060.0,141810.0,17560,Food Preparation and Serving Related Occupations,major,2010
AL,Alabama,21980.0,53780.0,19340,Building and Grounds Cleaning and Maintenance Occupations,major,2010
AL,Alabama,21640.0,38470.0,18330,Personal Care and Service Occupations,major,2010
AL,Alabama,30420.0,207910.0,21140,Sales and Related Occupations,major,2010
AL,Alabama,29880.0,294560.0,27270,Office and Administrative Support Occupations,major,2010
AL,Alabama,30010.0,6280.0,27760,"Farming, Fishing, and Forestry Occupations",major,2010
AL,Alabama,35010.0,82970.0,31750,Construction and Extraction Occupations,major,2010
AL,Alabama,40450.0,88470.0,38210,"Installation, Maintenance, and Repair Occupations",major,2010
AL,Alabama,32310.0,176850.0,28250,Production Occupations,major,2010
AL,Alabama,30040.0,137540.0,25680,Transportation and Material Moving Occupations,major,2010
AK,Alaska,89420.0,19530.0,79280,Management Occupations,major,2010
AK,Alaska,65740.0,12120.0,61200,Business and Financial Operations Occupations,major,2010
AK,Alaska,68350.0,4980.0,67080,Computer and Mathematical Occupations,major,2010
AK,Alaska,94590.0,8890.0,87270,Architecture and Engineering Occupations,major,2010
AK,Alaska,62210.0,6250.0,57920,"Life, Physical, and Social Science Occupations",major,2010
AK,Alaska,45740.0,7350.0,42680,Community and Social Service Occupations,major,2010
AK,Alaska,78030.0,1960.0,66880,Legal Occupations,major,2010
AK,Alaska,58330.0,22120.0,55720,"Education, Training, and Library Occupations",major,2010
AK,Alaska,43820.0,2770.0,41070,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
AK,Alaska,85900.0,15070.0,73110,Healthcare Practitioners and Technical Occupations,major,2010
AK,Alaska,37180.0,7190.0,34670,Healthcare Support Occupations,major,2010
AK,Alaska,46850.0,8500.0,44220,Protective Service Occupations,major,2010
AK,Alaska,23710.0,23700.0,20960,Food Preparation and Serving Related Occupations,major,2010
AK,Alaska,30050.0,10270.0,27930,Building and Grounds Cleaning and Maintenance Occupations,major,2010
AK,Alaska,28410.0,9360.0,26770,Personal Care and Service Occupations,major,2010
AK,Alaska,32930.0,24860.0,26950,Sales and Related Occupations,major,2010
AK,Alaska,38310.0,51530.0,36010,Office and Administrative Support Occupations,major,2010
AK,Alaska,59980.0,20230.0,59660,Construction and Extraction Occupations,major,2010
AK,Alaska,54650.0,15230.0,52870,"Installation, Maintenance, and Repair Occupations",major,2010
AK,Alaska,41830.0,11870.0,32310,Production Occupations,major,2010
AK,Alaska,43860.0,23980.0,37630,Transportation and Material Moving Occupations,major,2010
AZ,Arizona,93000.0,120670.0,79310,Management Occupations,major,2010
AZ,Arizona,61060.0,118430.0,54830,Business and Financial Operations Occupations,major,2010
AZ,Arizona,74450.0,60090.0,69090,Computer and Mathematical Occupations,major,2010
AZ,Arizona,73980.0,50210.0,70180,Architecture and Engineering Occupations,major,2010
AZ,Arizona,56220.0,17980.0,47600,"Life, Physical, and Social Science Occupations",major,2010
AZ,Arizona,39940.0,32620.0,37770,Community and Social Service Occupations,major,2010
AZ,Arizona,83100.0,17380.0,67650,Legal Occupations,major,2010
AZ,Arizona,43970.0,143680.0,38930,"Education, Training, and Library Occupations",major,2010
AZ,Arizona,45220.0,25940.0,38220,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
AZ,Arizona,73810.0,126740.0,61160,Healthcare Practitioners and Technical Occupations,major,2010
AZ,Arizona,27580.0,68480.0,25750,Healthcare Support Occupations,major,2010
AZ,Arizona,43900.0,74560.0,40350,Protective Service Occupations,major,2010
AZ,Arizona,21380.0,218850.0,18600,Food Preparation and Serving Related Occupations,major,2010
AZ,Arizona,23900.0,84070.0,21210,Building and Grounds Cleaning and Maintenance Occupations,major,2010
AZ,Arizona,24450.0,63680.0,20680,Personal Care and Service Occupations,major,2010
AZ,Arizona,35650.0,252960.0,25280,Sales and Related Occupations,major,2010
AZ,Arizona,32890.0,438310.0,30540,Office and Administrative Support Occupations,major,2010
AZ,Arizona,19790.0,12440.0,18340,"Farming, Fishing, and Forestry Occupations",major,2010
AZ,Arizona,39060.0,103220.0,36380,Construction and Extraction Occupations,major,2010
AZ,Arizona,41420.0,94210.0,38910,"Installation, Maintenance, and Repair Occupations",major,2010
AZ,Arizona,32750.0,104810.0,29180,Production Occupations,major,2010
AZ,Arizona,33890.0,137790.0,28820,Transportation and Material Moving Occupations,major,2010
AR,Arkansas,82110.0,47770.0,70280,Management Occupations,major,2010
AR,Arkansas,54680.0,38140.0,49260,Business and Financial Operations Occupations,major,2010
AR,Arkansas,58100.0,19560.0,54820,Computer and Mathematical Occupations,major,2010
AR,Arkansas,61430.0,11210.0,57840,Architecture and Engineering Occupations,major,2010
AR,Arkansas,54790.0,5820.0,49250,"Life, Physical, and Social Science Occupations",major,2010
AR,Arkansas,37410.0,14290.0,33930,Community and Social Service Occupations,major,2010
AR,Arkansas,61180.0,7150.0,44070,Legal Occupations,major,2010
AR,Arkansas,41690.0,74190.0,40540,"Education, Training, and Library Occupations",major,2010
AR,Arkansas,38810.0,8620.0,33670,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
AR,Arkansas,60000.0,70500.0,45810,Healthcare Practitioners and Technical Occupations,major,2010
AR,Arkansas,22170.0,37480.0,20870,Healthcare Support Occupations,major,2010
AR,Arkansas,32620.0,24250.0,30130,Protective Service Occupations,major,2010
AR,Arkansas,18760.0,95620.0,17510,Food Preparation and Serving Related Occupations,major,2010
AR,Arkansas,21390.0,33830.0,19180,Building and Grounds Cleaning and Maintenance Occupations,major,2010
AR,Arkansas,20690.0,26210.0,18070,Personal Care and Service Occupations,major,2010
AR,Arkansas,30860.0,111410.0,21230,Sales and Related Occupations,major,2010
AR,Arkansas,28380.0,185340.0,25880,Office and Administrative Support Occupations,major,2010
AR,Arkansas,27570.0,5980.0,24260,"Farming, Fishing, and Forestry Occupations",major,2010
AR,Arkansas,34270.0,48160.0,31820,Construction and Extraction Occupations,major,2010
AR,Arkansas,36410.0,51530.0,33940,"Installation, Maintenance, and Repair Occupations",major,2010
AR,Arkansas,29130.0,115650.0,26300,Production Occupations,major,2010
AR,Arkansas,29610.0,102870.0,25870,Transportation and Material Moving Occupations,major,2010
CA,California,119480.0,777910.0,105390,Management Occupations,major,2010
CA,California,74280.0,747690.0,67140,Business and Financial Operations Occupations,major,2010
CA,California,87990.0,420630.0,84570,Computer and Mathematical Occupations,major,2010
CA,California,88150.0,299280.0,84840,Architecture and Engineering Occupations,major,2010
CA,California,73570.0,158450.0,68120,"Life, Physical, and Social Science Occupations",major,2010
CA,California,50480.0,203610.0,45960,Community and Social Service Occupations,major,2010
CA,California,119130.0,114710.0,98210,Legal Occupations,major,2010
CA,California,58000.0,939340.0,52380,"Education, Training, and Library Occupations",major,2010
CA,California,65370.0,272130.0,50690,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
CA,California,85780.0,681250.0,75280,Healthcare Practitioners and Technical Occupations,major,2010
CA,California,30180.0,369930.0,27800,Healthcare Support Occupations,major,2010
CA,California,52580.0,365920.0,46870,Protective Service Occupations,major,2010
CA,California,21980.0,1220380.0,19310,Food Preparation and Serving Related Occupations,major,2010
CA,California,27600.0,440120.0,24120,Building and Grounds Cleaning and Maintenance Occupations,major,2010
CA,California,26590.0,337550.0,22430,Personal Care and Service Occupations,major,2010
CA,California,39470.0,1411140.0,26920,Sales and Related Occupations,major,2010
CA,California,37340.0,2430750.0,34620,Office and Administrative Support Occupations,major,2010
CA,California,20960.0,177300.0,18790,"Farming, Fishing, and Forestry Occupations",major,2010
CA,California,51880.0,495260.0,48980,Construction and Extraction Occupations,major,2010
CA,California,47610.0,453900.0,44990,"Installation, Maintenance, and Repair Occupations",major,2010
CA,California,33400.0,790840.0,28570,Production Occupations,major,2010
CA,California,33620.0,893650.0,28780,Transportation and Material Moving Occupations,major,2010
CO,Colorado,107470.0,91400.0,94890,Management Occupations,major,2010
CO,Colorado,68410.0,133330.0,61880,Business and Financial Operations Occupations,major,2010
CO,Colorado,81510.0,86510.0,79330,Computer and Mathematical Occupations,major,2010
CO,Colorado,80100.0,52660.0,74730,Architecture and Engineering Occupations,major,2010
CO,Colorado,70170.0,25150.0,62810,"Life, Physical, and Social Science Occupations",major,2010
CO,Colorado,43050.0,29450.0,39720,Community and Social Service Occupations,major,2010
CO,Colorado,92020.0,19480.0,68740,Legal Occupations,major,2010
CO,Colorado,49110.0,131690.0,44450,"Education, Training, and Library Occupations",major,2010
CO,Colorado,49440.0,37760.0,42350,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
CO,Colorado,73100.0,114240.0,62670,Healthcare Practitioners and Technical Occupations,major,2010
CO,Colorado,29200.0,53730.0,27590,Healthcare Support Occupations,major,2010
CO,Colorado,43440.0,52660.0,39670,Protective Service Occupations,major,2010
CO,Colorado,22100.0,202670.0,18890,Food Preparation and Serving Related Occupations,major,2010
CO,Colorado,25200.0,74070.0,22880,Building and Grounds Cleaning and Maintenance Occupations,major,2010
CO,Colorado,26230.0,56220.0,22170,Personal Care and Service Occupations,major,2010
CO,Colorado,39780.0,241880.0,28370,Sales and Related Occupations,major,2010
CO,Colorado,35140.0,350850.0,32960,Office and Administrative Support Occupations,major,2010
CO,Colorado,27460.0,3290.0,24770,"Farming, Fishing, and Forestry Occupations",major,2010
CO,Colorado,42630.0,108540.0,39300,Construction and Extraction Occupations,major,2010
CO,Colorado,44010.0,83570.0,41870,"Installation, Maintenance, and Repair Occupations",major,2010
CO,Colorado,34670.0,90210.0,31120,Production Occupations,major,2010
CO,Colorado,34160.0,118340.0,30740,Transportation and Material Moving Occupations,major,2010
CT,Connecticut,114010.0,109820.0,99230,Management Occupations,major,2010
CT,Connecticut,77270.0,82050.0,68460,Business and Financial Operations Occupations,major,2010
CT,Connecticut,79720.0,42420.0,77520,Computer and Mathematical Occupations,major,2010
CT,Connecticut,75050.0,33150.0,73050,Architecture and Engineering Occupations,major,2010
CT,Connecticut,73790.0,12330.0,68090,"Life, Physical, and Social Science Occupations",major,2010
CT,Connecticut,49930.0,32390.0,47410,Community and Social Service Occupations,major,2010
CT,Connecticut,103340.0,13290.0,76790,Legal Occupations,major,2010
CT,Connecticut,56750.0,126850.0,52670,"Education, Training, and Library Occupations",major,2010
CT,Connecticut,55510.0,21360.0,46740,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
CT,Connecticut,78690.0,94190.0,68020,Healthcare Practitioners and Technical Occupations,major,2010
CT,Connecticut,32340.0,54090.0,30780,Healthcare Support Occupations,major,2010
CT,Connecticut,46820.0,35750.0,46270,Protective Service Occupations,major,2010
CT,Connecticut,24100.0,122370.0,20200,Food Preparation and Serving Related Occupations,major,2010
CT,Connecticut,30010.0,57590.0,27280,Building and Grounds Cleaning and Maintenance Occupations,major,2010
CT,Connecticut,27960.0,52760.0,23220,Personal Care and Service Occupations,major,2010
CT,Connecticut,44550.0,161680.0,27490,Sales and Related Occupations,major,2010
CT,Connecticut,38850.0,267890.0,36600,Office and Administrative Support Occupations,major,2010
CT,Connecticut,32870.0,590.0,27900,"Farming, Fishing, and Forestry Occupations",major,2010
CT,Connecticut,51640.0,45670.0,50110,Construction and Extraction Occupations,major,2010
CT,Connecticut,48610.0,52000.0,46580,"Installation, Maintenance, and Repair Occupations",major,2010
CT,Connecticut,38840.0,95970.0,35660,Production Occupations,major,2010
CT,Connecticut,33050.0,84430.0,29530,Transportation and Material Moving Occupations,major,2010
DE,Delaware,121180.0,17930.0,109100,Management Occupations,major,2010
DE,Delaware,67320.0,23120.0,60910,Business and Financial Operations Occupations,major,2010
DE,Delaware,77080.0,12080.0,75690,Computer and Mathematical Occupations,major,2010
DE,Delaware,75780.0,7230.0,69860,Architecture and Engineering Occupations,major,2010
DE,Delaware,71480.0,5310.0,66730,"Life, Physical, and Social Science Occupations",major,2010
DE,Delaware,42550.0,5860.0,40080,Community and Social Service Occupations,major,2010
DE,Delaware,111730.0,4480.0,93200,Legal Occupations,major,2010
DE,Delaware,51820.0,22810.0,49490,"Education, Training, and Library Occupations",major,2010
DE,Delaware,48980.0,3700.0,40440,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
DE,Delaware,76850.0,25370.0,65400,Healthcare Practitioners and Technical Occupations,major,2010
DE,Delaware,29260.0,10680.0,27730,Healthcare Support Occupations,major,2010
DE,Delaware,38710.0,9130.0,34630,Protective Service Occupations,major,2010
DE,Delaware,22020.0,35240.0,19230,Food Preparation and Serving Related Occupations,major,2010
DE,Delaware,25400.0,13610.0,22710,Building and Grounds Cleaning and Maintenance Occupations,major,2010
DE,Delaware,26300.0,9050.0,22520,Personal Care and Service Occupations,major,2010
DE,Delaware,36640.0,46400.0,24720,Sales and Related Occupations,major,2010
DE,Delaware,34760.0,70860.0,32340,Office and Administrative Support Occupations,major,2010
DE,Delaware,31420.0,720.0,28380,"Farming, Fishing, and Forestry Occupations",major,2010
DE,Delaware,44340.0,15000.0,41170,Construction and Extraction Occupations,major,2010
DE,Delaware,44930.0,15270.0,43220,"Installation, Maintenance, and Repair Occupations",major,2010
DE,Delaware,32810.0,20790.0,27170,Production Occupations,major,2010
DE,Delaware,32620.0,23100.0,28510,Transportation and Material Moving Occupations,major,2010
DC,District of Columbia,122460.0,84890.0,119250,Management Occupations,major,2010
DC,District of Columbia,86060.0,89380.0,81800,Business and Financial Operations Occupations,major,2010
DC,District of Columbia,87760.0,33180.0,86130,Computer and Mathematical Occupations,major,2010
DC,District of Columbia,96830.0,12570.0,94830,Architecture and Engineering Occupations,major,2010
DC,District of Columbia,98440.0,18770.0,94960,"Life, Physical, and Social Science Occupations",major,2010
DC,District of Columbia,51230.0,10020.0,46050,Community and Social Service Occupations,major,2010
DC,District of Columbia,139820.0,37490.0,136130,Legal Occupations,major,2010
DC,District of Columbia,62970.0,33370.0,56560,"Education, Training, and Library Occupations",major,2010
DC,District of Columbia,74240.0,25440.0,68260,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
DC,District of Columbia,81230.0,27070.0,69350,Healthcare Practitioners and Technical Occupations,major,2010
DC,District of Columbia,30820.0,10420.0,28190,Healthcare Support Occupations,major,2010
DC,District of Columbia,57160.0,25710.0,49380,Protective Service Occupations,major,2010
DC,District of Columbia,27400.0,43110.0,23520,Food Preparation and Serving Related Occupations,major,2010
DC,District of Columbia,28670.0,21750.0,27130,Building and Grounds Cleaning and Maintenance Occupations,major,2010
DC,District of Columbia,33540.0,8920.0,28080,Personal Care and Service Occupations,major,2010
DC,District of Columbia,43360.0,23060.0,30120,Sales and Related Occupations,major,2010
DC,District of Columbia,44940.0,93510.0,42600,Office and Administrative Support Occupations,major,2010
DC,District of Columbia,52600.0,9670.0,50680,Construction and Extraction Occupations,major,2010
DC,District of Columbia,50660.0,8920.0,50760,"Installation, Maintenance, and Repair Occupations",major,2010
DC,District of Columbia,46680.0,5800.0,43440,Production Occupations,major,2010
DC,District of Columbia,39010.0,16260.0,34640,Transportation and Material Moving Occupations,major,2010
FL,Florida,104470.0,223890.0,90290,Management Occupations,major,2010
FL,Florida,60020.0,372540.0,53850,Business and Financial Operations Occupations,major,2010
FL,Florida,67140.0,154080.0,63420,Computer and Mathematical Occupations,major,2010
FL,Florida,66930.0,103640.0,62270,Architecture and Engineering Occupations,major,2010
FL,Florida,58120.0,38460.0,50430,"Life, Physical, and Social Science Occupations",major,2010
FL,Florida,40500.0,81830.0,37090,Community and Social Service Occupations,major,2010
FL,Florida,87210.0,73230.0,60920,Legal Occupations,major,2010
FL,Florida,48180.0,388050.0,43180,"Education, Training, and Library Occupations",major,2010
FL,Florida,46400.0,84650.0,40190,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
FL,Florida,68200.0,433280.0,55710,Healthcare Practitioners and Technical Occupations,major,2010
FL,Florida,26340.0,214360.0,24390,Healthcare Support Occupations,major,2010
FL,Florida,39500.0,220810.0,34110,Protective Service Occupations,major,2010
FL,Florida,21050.0,708980.0,18600,Food Preparation and Serving Related Occupations,major,2010
FL,Florida,22760.0,280140.0,20330,Building and Grounds Cleaning and Maintenance Occupations,major,2010
FL,Florida,23910.0,193340.0,20140,Personal Care and Service Occupations,major,2010
FL,Florida,37320.0,908830.0,25860,Sales and Related Occupations,major,2010
FL,Florida,30670.0,1374400.0,28390,Office and Administrative Support Occupations,major,2010
FL,Florida,21270.0,33380.0,18430,"Farming, Fishing, and Forestry Occupations",major,2010
FL,Florida,37030.0,274060.0,33640,Construction and Extraction Occupations,major,2010
FL,Florida,39100.0,286840.0,36460,"Installation, Maintenance, and Repair Occupations",major,2010
FL,Florida,31450.0,262700.0,28290,Production Occupations,major,2010
FL,Florida,31290.0,392460.0,26430,Transportation and Material Moving Occupations,major,2010
GA,Georgia,102750.0,212700.0,88290,Management Occupations,major,2010
GA,Georgia,69970.0,187260.0,61770,Business and Financial Operations Occupations,major,2010
GA,Georgia,74360.0,97140.0,70830,Computer and Mathematical Occupations,major,2010
GA,Georgia,69190.0,52250.0,65830,Architecture and Engineering Occupations,major,2010
GA,Georgia,61620.0,19330.0,55960,"Life, Physical, and Social Science Occupations",major,2010
GA,Georgia,41180.0,42970.0,36490,Community and Social Service Occupations,major,2010
GA,Georgia,93440.0,26790.0,65100,Legal Occupations,major,2010
GA,Georgia,44020.0,268680.0,43080,"Education, Training, and Library Occupations",major,2010
GA,Georgia,49620.0,36420.0,41370,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
GA,Georgia,66450.0,197890.0,53710,Healthcare Practitioners and Technical Occupations,major,2010
GA,Georgia,25220.0,85590.0,23010,Healthcare Support Occupations,major,2010
GA,Georgia,34120.0,95650.0,30960,Protective Service Occupations,major,2010
GA,Georgia,19990.0,324280.0,18000,Food Preparation and Serving Related Occupations,major,2010
GA,Georgia,23320.0,109270.0,20720,Building and Grounds Cleaning and Maintenance Occupations,major,2010
GA,Georgia,22640.0,73090.0,18660,Personal Care and Service Occupations,major,2010
GA,Georgia,34560.0,411010.0,23090,Sales and Related Occupations,major,2010
GA,Georgia,32380.0,660320.0,29620,Office and Administrative Support Occupations,major,2010
GA,Georgia,27890.0,8520.0,24960,"Farming, Fishing, and Forestry Occupations",major,2010
GA,Georgia,36430.0,128310.0,32920,Construction and Extraction Occupations,major,2010
GA,Georgia,41280.0,161830.0,38770,"Installation, Maintenance, and Repair Occupations",major,2010
GA,Georgia,30440.0,250830.0,27370,Production Occupations,major,2010
GA,Georgia,31800.0,294600.0,27040,Transportation and Material Moving Occupations,major,2010
HI,Hawaii,91120.0,29380.0,79940,Management Occupations,major,2010
HI,Hawaii,60410.0,24840.0,56450,Business and Financial Operations Occupations,major,2010
HI,Hawaii,67920.0,8390.0,65830,Computer and Mathematical Occupations,major,2010
HI,Hawaii,70130.0,8540.0,69410,Architecture and Engineering Occupations,major,2010
HI,Hawaii,63050.0,6420.0,57930,"Life, Physical, and Social Science Occupations",major,2010
HI,Hawaii,46930.0,10520.0,44920,Community and Social Service Occupations,major,2010
HI,Hawaii,82250.0,3800.0,66470,Legal Occupations,major,2010
HI,Hawaii,47690.0,40530.0,44230,"Education, Training, and Library Occupations",major,2010
HI,Hawaii,45040.0,9870.0,36570,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
HI,Hawaii,82720.0,24920.0,73130,Healthcare Practitioners and Technical Occupations,major,2010
HI,Hawaii,31300.0,14310.0,30080,Healthcare Support Occupations,major,2010
HI,Hawaii,40440.0,21720.0,37040,Protective Service Occupations,major,2010
HI,Hawaii,24750.0,67030.0,20280,Food Preparation and Serving Related Occupations,major,2010
HI,Hawaii,29160.0,32140.0,29210,Building and Grounds Cleaning and Maintenance Occupations,major,2010
HI,Hawaii,26200.0,19340.0,22310,Personal Care and Service Occupations,major,2010
HI,Hawaii,32460.0,59490.0,25750,Sales and Related Occupations,major,2010
HI,Hawaii,34750.0,91390.0,32940,Office and Administrative Support Occupations,major,2010
HI,Hawaii,33180.0,920.0,31650,"Farming, Fishing, and Forestry Occupations",major,2010
HI,Hawaii,59100.0,25980.0,59490,Construction and Extraction Occupations,major,2010
HI,Hawaii,48570.0,20320.0,46920,"Installation, Maintenance, and Repair Occupations",major,2010
HI,Hawaii,36400.0,14700.0,31730,Production Occupations,major,2010
HI,Hawaii,37420.0,37110.0,31180,Transportation and Material Moving Occupations,major,2010
ID,Idaho,74920.0,35490.0,66340,Management Occupations,major,2010
ID,Idaho,56040.0,20630.0,51170,Business and Financial Operations Occupations,major,2010
ID,Idaho,58740.0,13640.0,56770,Computer and Mathematical Occupations,major,2010
ID,Idaho,69450.0,13090.0,64290,Architecture and Engineering Occupations,major,2010
ID,Idaho,50630.0,9480.0,44170,"Life, Physical, and Social Science Occupations",major,2010
ID,Idaho,37590.0,11620.0,36920,Community and Social Service Occupations,major,2010
ID,Idaho,72430.0,4070.0,57530,Legal Occupations,major,2010
ID,Idaho,41890.0,38110.0,38380,"Education, Training, and Library Occupations",major,2010
ID,Idaho,35980.0,8030.0,29130,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010
ID,Idaho,67690.0,31380.0,55290,Healthcare Practitioners and Technical Occupations,major,2010
